title,date,url
Nur Otan-да екі аудандағы АӘК-тің таратылуындағы заң бұзушылықтар қаралды,22:27 2019-08-17,https://kaz.zakon.kz/news/4981980-nur-otan-da-ek-audanda-y-a-k-t.html
Асқар Мамин Арыс қаласын қалпына келтіру жұмыстарын және Түркістандағы құрылыс нысандарын тексерді,18:16 2019-08-17,https://kaz.zakon.kz/news/4981971-as-ar-mamin-arys-alasyn-alpyna-kelt-ru.html
Түркістанда шығыстық үлгідегі автобекет ашылды,15:25 2019-08-17,https://kaz.zakon.kz/news/4981963-t-rk-standa-shy-ysty-lg-deg-avtobeket.html
Бүгін арыстықтар 100 мың теңге жәрдемақыны алды,20:21 2019-08-16,https://kaz.zakon.kz/news/4981913-b-g-n-arysty-tar-100-my-te-ge-zh-rdema.html
АҚШ-тың санкциялары Ресейдің мұнайына деген сұранысты байқаусызда өсіріп жіберді,17:54 2019-08-16,https://kaz.zakon.kz/news/4981898-a-sh-ty-sanktsiyalary-reseyd-m-nayyna.html
Елбасы алдағы сайлауға партиялардың даярлық жұмысын жеделдетуді тапсырды,17:37 2019-08-16,https://kaz.zakon.kz/news/4981894-elbasy-alda-y-saylau-a-partiyalardy.html
"""Бір шындықты айтайын..."". Димаш Қадыр атасының ескі видеосын парақшасына жүктеді",16:50 2019-08-16,https://kaz.zakon.kz/news/4981884-b-r-shyndy-ty-aytayyn-dimash-adyr.html
2-3 сағат босқа тұрады. Линейканың керегі не?,16:25 2019-08-16,https://kaz.zakon.kz/news/4981875-2-3-sa-at-bos-a-t-rady-lineykany-kereg.html
Дала өрті кезінде мерт болған үш азаматқа медаль берілді,16:03 2019-08-16,https://kaz.zakon.kz/news/4981872-dala-rt-kez-nde-mert-bol-an-sh-azamat-a.html
"Білім министрі Аймағамбетов ""Әліппенің"" былығын айтты",15:23 2019-08-16,https://kaz.zakon.kz/news/4981863-b-l-m-ministr-ayma-ambetov-l-ppen-byly.html
Мұғалімдердің бес күндік жұмысқа көшуіне кедергі жоқ – Аймағамбетов,15:21 2019-08-16,https://kaz.zakon.kz/news/4981862-m-al-mderd-bes-k-nd-k-zh-mys-a-k-shu-ne.html
Алматыда мас оқушы қыз метрода құлады,15:05 2019-08-16,https://kaz.zakon.kz/news/4981858-almatyda-mas-k-ydeg-o-ushy-yz-metroda.html
Алматыда қан шығарғанды жақсы көретін азамат өлі табылды,15:03 2019-08-16,https://kaz.zakon.kz/news/4981857-almatyda-an-shy-ar-andy-zha-sy-k-ret-n.html
СҚО-да үкіметтік емес ұйымдар мәселелері көтерілді,14:52 2019-08-16,https://kaz.zakon.kz/news/4981853-s-o-da-k-mett-k-emes-yymdar-m-seleler-k.html
Тамыз конференциясында Тоқаев не деді - толық мәтіні,14:36 2019-08-16,https://kaz.zakon.kz/news/4981847-tamyz-konferentsiyasynda-to-aev-ne-ded.html
Нұротандықтар! Желіде Бауыржан Байбектің хаты пайда болды,12:56 2019-08-16,https://kaz.zakon.kz/news/4981815-n-rotandy-tar-zhel-de-bauyrzhan-baybekt.html
Президент 12 жылдық білім беру жүйесіне қалай көшу керектігін айтты,12:33 2019-08-16,https://kaz.zakon.kz/news/4981810-prezident-12-zhyldy-b-l-m-beru-zh-yes.html
Тоқаев мұғалімдердің жалақысын екі есеге өсіруді бұйырды,12:23 2019-08-16,https://kaz.zakon.kz/news/4981809-to-aev-m-al-mderd-zhala-ysyn-ek-esege-s.html
Атаулы әлеуметтік жәрдемақыны заңсыз алғандардан ақшаны қайтару талап етілді,11:44 2019-08-16,https://kaz.zakon.kz/news/4981798-atauly-leumett-k-zh-rdema-yny-za-syz-al.html
Алматы облысында мектепте оқымайтын 8 жасар бала анықталды,11:23 2019-08-16,https://kaz.zakon.kz/news/4981794-almaty-oblysynda-mektepte-o-ymaytyn-8.html
"Путинді қорға, халықты тепкіле – симулятор ОМОН деген ойын шықты",10:59 2019-08-16,https://kaz.zakon.kz/news/4981788-putind-or-a-haly-ty-tepk-le-simulyator.html
Нұртілеу Иманғалиұлы телевидениеге оралды!,10:59 2019-08-16,https://kaz.zakon.kz/news/4981787-n-rt-leu-iman-ali-ly-televideniege.html
Елшілер Тоқаевтың Қытайға мемлекеттік сапары дайындығын талқылады,10:45 2019-08-16,https://kaz.zakon.kz/news/4981783-elsh-ler-to-aevty-ytay-a-memlekett-k.html
Олар ВИЧ-ті Теңіз кенішінде жұқтырмаған -  облыстық денсаулық сақтау басқармасының басшысы,09:53 2019-08-16,https://kaz.zakon.kz/news/4981775-olar-vich-t-te-z-ken-sh-nde-zh-tyrma-an.html
"Трагикомедия. ""Оқулық"" орталығы vs министр",09:50 2019-08-16,https://kaz.zakon.kz/news/4981774-tragikomediya-o-uly-ortaly-y-vs-ministr.html
"Шетелдіктерді мұнай компаниясына заңсыз ""тықпалаған"" осы әкім екен!",09:45 2019-08-16,https://kaz.zakon.kz/news/4981773-sheteld-kterd-m-nay-kompaniyasyna-za.html
"Бұршақ, дауыл, қатты жаңбыр – жұмадағы ауа-райы",09:36 2019-08-16,https://kaz.zakon.kz/news/4981768-b-rsha-dauyl-atty-zha-byr-zh-mada-y-aua.html
Республикалық тамыз кеңесінде жекеге тиесілі мектептер жайы да талқыланады,09:23 2019-08-16,https://kaz.zakon.kz/news/4981760-respublikaly-tamyz-ke-es-nde-zhekege.html
Заречныйдағы азаптау оқиғасына байланысты 7 түрме қызметкері қамауға алынды,17:52 2019-08-15,https://kaz.zakon.kz/news/4981712-zarechnyyda-y-azaptau-o-i-asyna.html
Үкімет басшысы жұмыс сапарымен Қостанай облысында жүр,17:29 2019-08-15,https://kaz.zakon.kz/news/4981708-k-met-basshysy-zh-mys-saparmen-ostanay.html
Тасмағамбетов қызметінен босатылды,16:57 2019-08-15,https://kaz.zakon.kz/news/4981702-tasma-ambetov-yzmet-nen-bosatyldy.html
Қасым-Жомарт Тоқаев мұғалімдердің тамыз конференциясына қатысады,16:23 2019-08-15,https://kaz.zakon.kz/news/4981694-asym-zhomart-to-aev-m-al-mderd-tamyz.html
"Сүрбойдақ Кенталды қай сұлу ""қақпанға түсіргені"" белгілі болды",16:05 2019-08-15,https://kaz.zakon.kz/news/4981691-s-rboyda-kentaldy-ay-s-lu-a-pan-a-t-s.html
5 қызынан айырылған Жанымгүл мен Евгений Ситерлер отбасы бала асырап алмақ,16:04 2019-08-15,https://kaz.zakon.kz/news/4981690-5-yzynan-ayyryl-an-zhanymg-l-men.html
"""Всеобучтың"" жәрдемақысын жеп қоятындар кімдер?",15:53 2019-08-15,https://kaz.zakon.kz/news/4981688-vseobuchty-zh-rdema-ysyn-zhep-oyatyndar.html
Атырауда балықтың жаппай қырылу оқиғасы бойынша сот отырысы өтті,15:32 2019-08-15,https://kaz.zakon.kz/news/4981683-atyrauda-baly-ty-zhappay-yryluy.html
"Алматыда ағаш құлап, біреудің жап-жақсы мәшинесін талқандады",15:31 2019-08-15,https://kaz.zakon.kz/news/4981682-almatyda-a-ash-lap-b-reud-zhap-zha-sy-m.html
"""Өз алдына бөлек халық"". Атақты рэпер шымкентскийлерді сөз қылды",15:14 2019-08-15,https://kaz.zakon.kz/news/4981678-z-aldyna-b-lek-haly-ata-ty-reper.html
Ұятсыз видео шыққан Теңіз кенішінде тағы бір масқара жағдай анықталды,14:27 2019-08-15,https://kaz.zakon.kz/news/4981670-yatsyz-video-shy-an-te-z-ken-sh-nde-ta.html
"Пах, шіркін-ай. Индонезия еркектері волейболшы қызымызға сұқтанды",12:51 2019-08-15,https://kaz.zakon.kz/news/4981647-pah-sh-rk-n-ay-indoneziya-erkekter.html
"""Астана су арнасының"" бұрынғы бас директоры 7 жылға сотталды",12:34 2019-08-15,https://kaz.zakon.kz/news/4981642-astana-su-arnasyny-b-ryn-y-bas.html
Миллиардер Эпштейннің үйінен әйелше киінген Клинтонның портреті табылды,11:56 2019-08-15,https://kaz.zakon.kz/news/4981638-milliarder-epshteynn-y-nen-yelshe-ki.html
Белгілі заңгер жұманы түске дейін ғана жұмыс күні етуді ұсынды,11:07 2019-08-15,https://kaz.zakon.kz/news/4981625-belg-l-za-ger-zh-many-t-ske-dey-n-ana.html
Мылжың деген осы. Бердімұхамедовтің сөзі жұртты қалғытты,10:08 2019-08-15,https://kaz.zakon.kz/news/4981613-mylzhy-degen-osy-berd-m-hamedovt-s-z-zh.html
18 жастағы алматылық бойжеткенді өгей әкесі жылдар бойы зорлаған,09:28 2019-08-15,https://kaz.zakon.kz/news/4981596-18-zhasta-y-almatyly-boyzhetkend-gey.html
"Қазақстан халқының саны 18,5 млн адамға жетті",09:16 2019-08-15,https://kaz.zakon.kz/news/4981589-aza-stan-hal-yny-sany-18-5-mln-adam-a.html
"""Түк масқара емес..."". Айжан Нұрмағамбетова Қайрат Нұртасты әбден мақтады",17:40 2019-08-14,https://kaz.zakon.kz/news/4981540-t-k-mas-ara-emes-ayzhan-n-rma-ambetova.html
"""Қатайып жүрем..."". Қуат Хамитов комедияға түсті",17:20 2019-08-14,https://kaz.zakon.kz/news/4981534-atayyp-zh-rem-uat-hamitov-komediya-a-t.html
Тоқаев белгілі археолог Зейнолла Самашевты қабылдады,16:44 2019-08-14,https://kaz.zakon.kz/news/4981523-to-aev-belg-l-arheolog-zeynolla.html
"Шындығы сол: қазақтар әлі тайпалық, рулық деңгейде жүр",16:37 2019-08-14,https://kaz.zakon.kz/news/4981521-shyndy-y-sol-aza-tar-l-taypaly-ruly-de.html
"""Шыдай алмадым..."". Атамбаевтың тығып қойған баласы ел алдына шығып, сұқбат берді",16:35 2019-08-14,https://kaz.zakon.kz/news/4981520-shyday-almadym-atambaevty-ty-yp-oy-an.html
Базарда фундук қымбат: еркектің бел күшін арттыратын азықтар анықталды,16:10 2019-08-14,https://kaz.zakon.kz/news/4981513-bazarda-funduk-ymbat-erkekt-bel-k-sh-n.html
"Алматыда ""Мерс"" мінген мастың кесірінен бір отбасы өртеніп кете жаздады",15:46 2019-08-14,https://kaz.zakon.kz/news/4981507-almatyda-mers-m-ngen-masty-kes-r-nen-b.html
Сенаттан кеткен шенді вице-министр болып тағайындалды,15:45 2019-08-14,https://kaz.zakon.kz/news/4981506-senattan-ketken-shend-vitse-ministr.html
"""Дұрыс емес қой"". Заңгер Серікжан Біләштің үлкен қатесін бетіне басты",15:32 2019-08-14,https://kaz.zakon.kz/news/4981502-d-rys-emes-oy-za-ger-ser-kzhan-b-l-sht.html
Мемлекет басшысы экономикалық мәселелер бойынша кеңес өткізді,15:22 2019-08-14,https://kaz.zakon.kz/news/4981498-memleket-basshysy-ekonomikaly-m-seleler.html
Желіде Елбасының жастарға арналған үндеуі жарияланды,14:28 2019-08-14,https://kaz.zakon.kz/news/4981489-zhel-de-elbasyny-zhastar-a-arnal-an.html
"""Тапсырыс берді!"". Айжан Байзақова сайлау алдында неге пранк жасағанын айта салды",12:35 2019-08-14,https://kaz.zakon.kz/news/4981471-menen-k-rmes-n-ayzhan-bayza-ova-saylau.html
"""Кешіріңіздер!"". Жәйремдегі айғай-шуға мына түрік кінәлі",11:45 2019-08-14,https://kaz.zakon.kz/news/4981457-kesh-r-zder-zh-yremdeg-ay-ay-shu-a-myna.html
Ақшамен көлігін ұшықтаған МАЙ қызметкері видеоға түсіп қалған,11:28 2019-08-14,https://kaz.zakon.kz/news/4981451-a-shamen-k-l-g-n-shy-ta-an-may-yzmetker.html
Ресейде ядролық реактор жарылған ауыл халқы көшіріліп жатыр,11:02 2019-08-14,https://kaz.zakon.kz/news/4981445-reseyde-yadroly-reaktor-zharyl-an-auyl.html
"""300 мың доллар!.."". Ғабидолланың тағы бір былығы ашылды",10:41 2019-08-14,https://kaz.zakon.kz/news/4981437-300-my-dollar-abidollany-ta-y-b-r-byly.html
Соларды біртіндеп алып тастасақ – билікке күтпеген кеңес айтылды,10:33 2019-08-14,https://kaz.zakon.kz/news/4981434-solardy-b-rt-ndep-alyp-tastasa-bil-kke.html
Қазақтың баласы Мохаммед Салахпен кездесті,09:52 2019-08-14,https://kaz.zakon.kz/news/4981424-aza-ty-balasy-mohammed-salahpen-kezdest.html
Алматыдағы сел: оқиға орнынан суреттер мен видео жарияланды,09:52 2019-08-14,https://kaz.zakon.kz/news/4981423-almatyda-y-sel-o-i-a-ornynan-suretter.html
Алматы әкімдігі сел қауіпі туындап тұрғанын растады,09:18 2019-08-14,https://kaz.zakon.kz/news/4981414-almaty-k-md-g-sel-au-p-tuyndap-t-r-anyn.html
"Қырғыз деген қазақ емес. Атамбаев неге ""Елбасы"" бола алмады",17:26 2019-08-13,https://kaz.zakon.kz/news/4981361-yr-yz-degen-aza-emes-atambaev-nege.html
АҚШ пен Қытай сауда-саттық шиеленісі салдарынан мұнайдың бағасы құлады,17:13 2019-08-13,https://kaz.zakon.kz/news/4981359-a-sh-pen-ytay-sauda-satty-shielen-s.html
Тоқаевтың төрағалығымен Ақордада экономикалық мәселелер бойынша кеңес өтті,16:57 2019-08-13,https://kaz.zakon.kz/news/4981356-to-aevty-t-ra-aly-ymen-a-ordada.html
Малиновский Конституциялық кеңес мүшесі болып қайтадан тағайындалды,16:07 2019-08-13,https://kaz.zakon.kz/news/4981346-malinovskiy-konstitutsiyaly-ke-es-m.html
Әнші Пласидо Доминго жастау кезінде талай әйелді зорлаған деседі,15:59 2019-08-13,https://kaz.zakon.kz/news/4981343-nsh-plasido-domingo-zhastau-kez-nde.html
"Тоқаев БҰҰ Бас хатшысы Антониу Гутерришке көңіл айтып, жеделхат жолдады",15:51 2019-08-13,https://kaz.zakon.kz/news/4981339-to-aev-b-bas-hatshysy-antoniu.html
Таразда студент қызды алдаған ЖОО деканы Алматыда ұсталды,15:37 2019-08-13,https://kaz.zakon.kz/news/4981335-tarazda-student-yzdy-alda-an-zhoo.html
"""Шашылып қалған"". Алматы-Бішкек трассасында жантүршігерлік жол апаты болды",15:27 2019-08-13,https://kaz.zakon.kz/news/4981333-t-g-alma-an-almaty-b-shkek-trassasynda.html
Жәйремдегі төбелес туралы полиция ақпарат берді,15:21 2019-08-13,https://kaz.zakon.kz/news/4981332-zh-yremdeg-t-beles-turaly-politsiya-a.html
"""Жақсы емес..."". Трамп Ресейдің жарылып кеткен зымыранына қатысты мәлімдеме жасады",14:48 2019-08-13,https://kaz.zakon.kz/news/4981325-zha-sy-emes-tramp-reseyd-zharylyp.html
Тоқаев сынға алса да елордадағы ауқымды жоба қайта қолға алынатын болды,14:20 2019-08-13,https://kaz.zakon.kz/news/4981322-to-aev-syn-a-alsa-da-elordada-y-au-ymdy.html
Жұмысқа бізді алмайды. Жәйремдегі түріктерді сабауға не себеп болған,14:17 2019-08-13,https://kaz.zakon.kz/news/4981321-zh-mys-a-b-zd-almaydy-zh-yremdeg-t-r.html
"""Давай дейді..."". ""Кел, келінім"" бағдарламасын жүргізуші Гүлбаушан ашық кетті",12:56 2019-08-13,https://kaz.zakon.kz/news/4981306-davay-deyd-kel-kel-n-m-ba-darlamasyn-zh.html
Жаңа сенатор Нұртөре Жүсіптің жалынды сөзі желіде хит болды,12:46 2019-08-13,https://kaz.zakon.kz/news/4981305-zha-a-senator-n-rt-re-zh-s-pt-zhalyndy.html
Шетелдік жұмысшылар мен қазақтар тағы төбелесті,12:08 2019-08-13,https://kaz.zakon.kz/news/4981294-sheteld-k-zh-mysshylar-men-aza-tar-ta-y.html
Шөкеев биыл Арыста қанша баланың бірінші сыныпқа баратынын айтты,11:49 2019-08-13,https://kaz.zakon.kz/news/4981287-sh-keev-biyl-arysta-ansha-balany-b-r.html
Досаев теңге бағамының тұрақсыздығы себебін атады,11:18 2019-08-13,https://kaz.zakon.kz/news/4981281-dosaev-te-ge-ba-amyny-t-ra-syzdy-y.html
Еліміздің үздік ауруханалары анықталды,10:59 2019-08-13,https://kaz.zakon.kz/news/4981274-el-m-zd-zd-k-auruhanalary-any-taldy.html
Дариға Назарбаева Сенаттан кетпейтін болды,09:30 2019-08-13,https://kaz.zakon.kz/news/4981253-dari-a-nazarbaeva-senattan-ketpeyt-n.html
Арыста 6924 үйдің құрылыс жұмыстары аяқталды,21:56 2019-08-12,https://kaz.zakon.kz/news/4981220-arysta-6924-yd-rylys-zh-mystary-aya.html
"""Nur Otan"" партиясы Түркістан облыстық филиалы төрағасының бірінші орынбасары тағайындалды",19:44 2019-08-12,https://kaz.zakon.kz/news/4981213-nur-otan-partiyasy-t-rk-stan-oblysty.html
Арыстықтарға берілетін 100 мың теңге қашан аударылатыны белгілі болды,19:23 2019-08-12,https://kaz.zakon.kz/news/4981211-arysty-tar-a-ber-let-n-100-my-te-ge.html
Нұртөре Жүсіп пен Асқар Шәкіров Сенат депутаты атанды,17:51 2019-08-12,https://kaz.zakon.kz/news/4981196-n-rt-re-zh-s-p-pen-as-ar-sh-k-rov-senat.html
Қасым-Жомарт Тоқаев жазушы Смағұл Елубайды қабылдады,17:45 2019-08-12,https://kaz.zakon.kz/news/4981193-asym-zhomart-to-aev-zhazushy-sma-l.html
1 қыркүйекте Алматы мектептеріне 258 мыңнан астам оқушы келеді,17:18 2019-08-12,https://kaz.zakon.kz/news/4981184-1-yrk-yekte-almaty-mektepter-ne-258-my.html
Алматы әкімінің орынбасары Ерлан Әукенов қызметінен кетті,17:14 2019-08-12,https://kaz.zakon.kz/news/4981183-almaty-k-m-n-orynbasary-erlan-ukenov.html
Алматыда кеңсе тонайтын ерекше аферист ұсталып қалды,17:08 2019-08-12,https://kaz.zakon.kz/news/4981181-almatyda-ke-se-tonaytyn-erekshe-aferist.html
Оралдың жаңа әкімі тағайындалды,16:47 2019-08-12,https://kaz.zakon.kz/news/4981175-oraldy-zha-a-k-m-ta-ayyndaldy.html
Айыппұлға 200 млн теңге таба алмаған экс-әкім түрмеге отыруды таңдады,15:46 2019-08-12,https://kaz.zakon.kz/news/4981163-ayypp-l-a-200-mln-te-ge-taba-alma-an.html
Көк-Төбе тауы тағы өртенді,15:27 2019-08-12,https://kaz.zakon.kz/news/4981160-k-k-t-be-tauy-ta-y-rtend.html
Тоқаев Қазақстанның Беларусьтегі Елшісін ауыстырды,14:01 2019-08-12,https://kaz.zakon.kz/news/4981144-to-aev-aza-stanny-belarusteg-elsh-s-n.html
Түркістан: Кентауда модульдi мал сою бекетi iске қосылды,13:58 2019-08-12,https://kaz.zakon.kz/news/4981143-t-rk-stan-kentauda-moduldi-mal-soyu.html
Қырғыздың қара қызы қазақтың әнін құйқылжытты,12:43 2019-08-12,https://kaz.zakon.kz/news/4981134-yr-yzdy-ara-yzy-aza-ty-n-n-y-ylzhytty.html
Ыстықкөлде қазақстандық туристер мінген автобус кюветке ұшып кетті,12:27 2019-08-12,https://kaz.zakon.kz/news/4981131-ysty-k-lde-aza-standy-turister-m-ngen.html
"""Позор!"". Мәскеу асқан бұрынғы қазақстандық тілші Красиенко көзге түсті ",11:55 2019-08-12,https://kaz.zakon.kz/news/4981124-pozor-m-skeu-as-an-b-ryn-y-aza-standy-t.html
Қасым-Жомарт Тоқаев өзінің президент атанған алғашқы күндерін еске алды ,11:45 2019-08-12,https://kaz.zakon.kz/news/4981121-asym-zhomart-to-aev-z-n-prezident-atan.html
Алматыда полицейге жем болғысы келмеген жүргізуші дөрекі түрде қашып кетті,11:32 2019-08-12,https://kaz.zakon.kz/news/4981117-almatyda-politseyge-zhem-bol-ysy.html
Белгілі қазақстандық журналист қайтыс болды,11:20 2019-08-12,https://kaz.zakon.kz/news/4981115-belg-l-aza-standy-zhurnalist-aytys-boldy.html
"""Қазақфильмнің"" бастығы ауысты",10:34 2019-08-12,https://kaz.zakon.kz/news/4981104-aza-filmn-basty-y-auysty.html
Қасым-Жомарт Тоқаев Қазақстан халқына Жолдау арнамақ,10:22 2019-08-12,https://kaz.zakon.kz/news/4981102-asym-zhomart-to-aev-aza-stan-hal-yna.html
Н.Нығматулин АҚШ конгрессмендерімен кездесті,10:10 2019-08-12,https://kaz.zakon.kz/news/4981099-n-ny-matulin-a-sh-kongressmender-men.html
Ол террорист пе еді? Ислам Әбішевті қамауда ұстау тағы 1 айға созылды,10:01 2019-08-12,https://kaz.zakon.kz/news/4981096-ol-terrorist-pe-ed-islam-b-shevt-amauda.html
Студенттер отрядын жаңғырту керек пе,09:47 2019-08-12,https://kaz.zakon.kz/news/4981092-ol-utopiya-studentter-otryadyn-zha-yrtu.html
Көк-Төбедегі өрттен кісі қаза тапты: полиция тергеуге кірісті,09:37 2019-08-12,https://kaz.zakon.kz/news/4981090-k-k-t-bedeg-rtten-k-s-aza-tapty.html
Тоқаев АҚШ конгрессмендерін қабылдады,17:31 2019-08-09,https://kaz.zakon.kz/news/4980944-to-aev-a-sh-kongressmender-n-abyldady.html
Қазақ аз. Солтүстікке көшу үшін не істеу керек,17:18 2019-08-09,https://kaz.zakon.kz/news/4980940-aza-az-solt-st-kke-k-shu-sh-n-ne-steu.html
Асқар Мамин Қырғызстанда Еуразиялық үкіметаралық кеңес отырысына қатысты,16:46 2019-08-09,https://kaz.zakon.kz/news/4980933-as-ar-mamin-yr-yzstanda-euraziyaly-k.html
Мини-соғыс болған жер. Атамбаевтың үйі қандай күйде,16:39 2019-08-09,https://kaz.zakon.kz/news/4980932-mini-so-ys-bol-an-zher-atambaevty-y-az.html
Елбасы Ахметжан Есімовті қабылдады,16:05 2019-08-09,https://kaz.zakon.kz/news/4980925-elbasy-ahmetzhan-es-movt-abyldady.html
Демалыс күндері жаңбыр және температураның төмендеуі күтіледі ,16:04 2019-08-09,https://kaz.zakon.kz/news/4980924-demalys-k-nder-zha-byr-zh-ne.html
Қырымда Украина туы көкке көтерілді,15:44 2019-08-09,https://kaz.zakon.kz/news/4980917-yrymda-ukraina-tuy-k-kke-k-ter-ld.html
Көрініп тұр. Камшат Жолдыбаеваның купальнигі дау тудырды,15:26 2019-08-09,https://kaz.zakon.kz/news/4980913-k-r-n-p-t-r-oy-kamshat-zholdybaevany.html
Маса қандай адамдардың қанын сүйсініп сорады,14:58 2019-08-09,https://kaz.zakon.kz/news/4980908-masa-anday-adamdardy-anyn-s-ys-n-p.html
Үкімет басшысы Асқар Мамин Қырғыз елінде жүр,14:56 2019-08-09,https://kaz.zakon.kz/news/4980906-k-met-basshysy-as-ar-mamin-yr-yz-el-nde.html
"Сыртқы істер министрі қырғыз, өзбек және тәжік әріптестерімен кеңес өткізді",14:49 2019-08-09,https://kaz.zakon.kz/news/4980904-syrt-y-ster-ministr-yr-yz-zbek-zh-ne-t.html
Батыс Қазақстанда екі бүлдіршін қызды зорлаған күдікті ұсталды,14:31 2019-08-09,https://kaz.zakon.kz/news/4980898-batys-aza-standa-ek-b-ld-rsh-n-yzdy.html
Әлемдік нарықта алтынның бағасы шарықтап кетті,14:06 2019-08-09,https://kaz.zakon.kz/news/4980891-lemd-k-nary-ta-altynny-ba-asy-shary-tap.html
Қасым-Жомарт Тоқаев Қытайға сапармен барады,14:00 2019-08-09,https://kaz.zakon.kz/news/4980890-asym-zhomart-to-aev-ytay-a-saparmen.html
Кісі өлтіргенін мойындаған алматылықтың ауылдасы өз шындығын айтты,12:21 2019-08-09,https://kaz.zakon.kz/news/4980875-25-zhyldan-so-k-s-lt-rgen-n-moyynda-an.html
Қазақстандық жас әнші көптің жынына тиетін бейнебаян жариялады,11:39 2019-08-09,https://kaz.zakon.kz/news/4980870-aza-standy-zhas-nsh-k-pt-zhynyna-tiet-n.html
Атамбаев абақтыға жабылды – оған айып тағылды,11:28 2019-08-09,https://kaz.zakon.kz/news/4980868-atambaev-aba-ty-a-zhabyldy-o-an-ayyp-ta.html
Саудагерлер еттің неге қымбаттап кеткенін түсіндірді,11:06 2019-08-09,https://kaz.zakon.kz/news/4980860-saudagerler-ett-nege-ymbattap-ketken-n.html
Асанәлі Әшімов жас келіншегімен көлде жатыр,10:52 2019-08-09,https://kaz.zakon.kz/news/4980858-asan-l-sh-mov-zhas-kel-nsheg-men-k-lde.html
Қаперсіз қос ғашық күтпеген жерден мерт болды,10:20 2019-08-09,https://kaz.zakon.kz/news/4980852-apers-z-os-ashy-k-tpegen-zherden-mert.html
Тоқаев Сооронбай Жээнбековпен телефон арқылы сөйлесті,10:03 2019-08-09,https://kaz.zakon.kz/news/4980848-to-aev-sooronbay-zheenbekovpen-telefon.html
Дайын отыр! Атамбаевты неге жығып бермеу керек,09:50 2019-08-09,https://kaz.zakon.kz/news/4980845-dayyn-otyr-atambaevty-nege-zhy-yp.html
Диана кайф. Жалаңаштанған қазақ қызы жұрттың жағасын ұстатты,09:31 2019-08-09,https://kaz.zakon.kz/news/4980839-diana-kayf-zhala-ashtan-an-aza-yzy-zh.html
Алматыда Toyota адам қағып кетті,09:18 2019-08-09,https://kaz.zakon.kz/news/4980835-almatyda-toyota-adam-a-yp-kett.html
Атамбаев өз еркімен берілді,08:59 2019-08-09,https://kaz.zakon.kz/news/4980831-atambaev-z-erk-men-ber-ld.html
